task,domain,arm,repeat,run,reward,private_passed,private_collected,run_record_present,session_present,status,model,effort,work_seconds,prepare_seconds,stage_usage_unknown,explicit_unknown_inflight,old_stage_input,old_stage_output,trial_path
072,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,0,7,1,1,timeout,deepseek-flash,low,858.6542484160746,0,0,0,9861618,37929,runs/deepseek-locked89-k3-clean-v1/jobs/task-072-baseline/task_072__7eQh8RT
072,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,0,7,1,1,timeout,deepseek-flash,low,1627.39924208296,140.19092149997596,1,1,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-072-science/task_072__8ouKPWQ
074,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,2,10,1,1,timeout,deepseek-flash,low,673.7695595410187,0,0,0,4372465,10947,runs/deepseek-locked89-k3-clean-v1/jobs/task-074-baseline/task_074__KDFcN2b
074,Materials Science and Engineering,cbe,3,rerun-missing-k3-v1,0,9,10,1,1,completed,deepseek-flash,low,254.0034104171209,9.567958625033498,0,0,1694253,20027,runs/rerun-missing-k3-v1/jobs/task-074-science/task_074__krpUyjM
075,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,1,8,1,1,timeout,deepseek-flash,low,1799.0259409999708,0,0,0,1596401,60462,runs/deepseek-locked89-k3-clean-v1/jobs/task-075-baseline/task_075__mF3hxdG
075,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,1,8,1,1,infrastructure_failure,deepseek-flash,low,1799.417018334032,8.501492541981861,0,0,4026931,95037,runs/deepseek-locked89-k3-clean-v1/jobs/task-075-science/task_075__QcZazSi
079,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,13,14,1,1,completed,deepseek-flash,low,1384.7274902909994,0,0,0,3188284,73998,runs/deepseek-locked89-k3-clean-v1/jobs/task-079-baseline/task_079__v6dJZhB
079,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,13,14,1,1,completed,deepseek-flash,low,982.5048732090509,11.95840045902878,0,0,7902612,141306,runs/deepseek-locked89-k3-clean-v1/jobs/task-079-science/task_079__WvAa392
081,Biology,baseline,3,deepseek-locked89-k3-clean-v1,1,5,5,1,1,completed,deepseek-flash,low,211.65849879104644,0,0,0,938810,23382,runs/deepseek-locked89-k3-clean-v1/jobs/task-081-baseline/task_081__YotdTTJ
081,Biology,cbe,3,deepseek-locked89-k3-clean-v1,1,5,5,1,1,completed,deepseek-flash,low,799.4907930829795,10.36883004102856,0,0,5210813,46850,runs/deepseek-locked89-k3-clean-v1/jobs/task-081-science/task_081__UTqgPm8
082,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,1,7,1,1,completed,deepseek-flash,low,169.59055379102938,0,0,0,476293,26354,runs/deepseek-locked89-k3-clean-v1/jobs/task-082-baseline/task_082__XJKVkpV
082,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,1,7,1,1,completed,deepseek-flash,low,166.91659583395813,5.1197437919909135,0,0,1001775,16839,runs/deepseek-locked89-k3-clean-v1/jobs/task-082-science/task_082__6Sedskt
083,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,1,3,1,1,timeout,deepseek-flash,low,1800.029185583,0,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-083-baseline/task_083__TzXSWDD
083,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,1,3,1,1,completed,deepseek-flash,low,921.4943657080876,9.947183041018434,0,0,7394401,59835,runs/deepseek-locked89-k3-clean-v1/jobs/task-083-science/task_083__qKz2U7y
084,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,7,7,1,1,completed,deepseek-flash,low,537.3452780829975,0,0,0,3522502,63569,runs/deepseek-locked89-k3-clean-v1/jobs/task-084-baseline/task_084__FqLMj4F
084,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,7,7,1,1,completed,deepseek-flash,low,295.95287804096006,8.383493290981278,0,0,2929093,27753,runs/deepseek-locked89-k3-clean-v1/jobs/task-084-science/task_084__vYJHerY
085,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,3,10,1,1,timeout,deepseek-flash,low,1799.0228804579237,0,0,0,7052121,64532,runs/deepseek-locked89-k3-clean-v1/jobs/task-085-baseline/task_085__fpmQBTg
085,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,3,10,1,1,infrastructure_failure,deepseek-flash,low,1799.2505682499614,12.32702883402817,0,0,9352902,64803,runs/deepseek-locked89-k3-clean-v1/jobs/task-085-science/task_085__xb7qMXt
086,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,3,4,1,1,completed,deepseek-flash,low,267.7437815410085,0,0,0,803112,14080,runs/deepseek-locked89-k3-clean-v1/jobs/task-086-baseline/task_086__5Vj9xFK
086,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,3,4,1,1,completed,deepseek-flash,low,633.8728437080281,28.56105762498919,0,0,2063151,19707,runs/deepseek-locked89-k3-clean-v1/jobs/task-086-science/task_086__NTJxnHc
087,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,1,5,1,1,timeout,deepseek-flash,low,1799.0234245000174,0,0,0,748370,28632,runs/deepseek-locked89-k3-clean-v1/jobs/task-087-baseline/task_087__8kbhFmD
087,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,2,5,1,1,completed,deepseek-flash,low,378.3003248340683,8.091699250042439,0,0,2219061,36722,runs/deepseek-locked89-k3-clean-v1/jobs/task-087-science/task_087__weYLtau
088,Atmospheric Science,baseline,3,deepseek-locked89-k3-clean-v1,0,3,5,1,1,timeout,deepseek-flash,low,1799.0369712919928,0,0,0,3267623,56931,runs/deepseek-locked89-k3-clean-v1/jobs/task-088-baseline/task_088__L2FsbbW
088,Atmospheric Science,cbe,3,deepseek-locked89-k3-clean-v1,0,3,5,1,1,infrastructure_failure,deepseek-flash,low,1799.3233488750411,29.391023291973397,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-088-science/task_088__kM6PtcU
089,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,3,4,1,1,completed,deepseek-flash,low,521.4575858749449,0,0,0,1587247,46725,runs/deepseek-locked89-k3-clean-v1/jobs/task-089-baseline/task_089__bXn2com
089,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,3,4,1,1,completed,deepseek-flash,low,640.5749448330607,13.870679832994938,0,0,3614381,25262,runs/deepseek-locked89-k3-clean-v1/jobs/task-089-science/task_089__5Z5Q2Da
090,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,3,6,1,1,completed,deepseek-flash,low,654.4707342499169,0,0,0,2431328,48139,runs/deepseek-locked89-k3-clean-v1/jobs/task-090-baseline/task_090__6cHCqKd
090,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,4,6,1,1,completed,deepseek-flash,low,817.62322987488,13.227483333903365,0,0,4571899,47664,runs/deepseek-locked89-k3-clean-v1/jobs/task-090-science/task_090__CzwBNUU
092,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,8,9,1,1,timeout,deepseek-flash,low,1800.0248804580187,0,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-092-baseline/task_092__mA9uaR3
092,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,8,9,1,1,infrastructure_failure,deepseek-flash,low,1797.817198124947,46.59434749989305,0,0,4268486,47725,runs/deepseek-locked89-k3-clean-v1/jobs/task-092-science/task_092__kHECHvi
093,Biomedical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,2,4,1,1,completed,deepseek-flash,low,370.7585667499807,0,0,0,595219,39030,runs/deepseek-locked89-k3-clean-v1/jobs/task-093-baseline/task_093__QWhaFor
093,Biomedical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,2,4,1,1,completed,deepseek-flash,low,350.7430930410046,19.97234804101754,0,0,642384,36594,runs/deepseek-locked89-k3-clean-v1/jobs/task-093-science/task_093__pe7D4qK
094,Physics,baseline,3,deepseek-locked89-k3-clean-v1,0,0,5,1,1,completed,deepseek-flash,low,240.37881829205435,0,0,0,494997,19837,runs/deepseek-locked89-k3-clean-v1/jobs/task-094-baseline/task_094__Rszrjbh
094,Physics,cbe,3,deepseek-locked89-k3-clean-v1,0,0,5,1,1,completed,deepseek-flash,low,554.4471048749983,26.42062762507703,0,0,1609220,37208,runs/deepseek-locked89-k3-clean-v1/jobs/task-094-science/task_094__mC3t8cg
095,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,0,8,1,1,completed,deepseek-flash,low,386.54566374991555,0,0,0,620894,46758,runs/deepseek-locked89-k3-clean-v1/jobs/task-095-baseline/task_095__SQno7hz
095,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,0,8,1,1,completed,deepseek-flash,low,289.3827883749036,14.985803916933946,0,0,602404,18663,runs/deepseek-locked89-k3-clean-v1/jobs/task-095-science/task_095__PAyzUkK
096,Atmospheric Science,baseline,3,deepseek-locked89-k3-clean-v1,0,5,8,1,1,completed,deepseek-flash,low,1529.7162752500735,0,0,0,2878303,63578,runs/deepseek-locked89-k3-clean-v1/jobs/task-096-baseline/task_096__zM9PpVd
096,Atmospheric Science,cbe,3,deepseek-locked89-k3-clean-v1,0,5,8,1,1,completed,deepseek-flash,low,1691.3364158748882,44.45574837492313,0,0,6807539,96518,runs/deepseek-locked89-k3-clean-v1/jobs/task-096-science/task_096__SATcwkD
097,Physics,baseline,3,deepseek-locked89-k3-clean-v1,0,0,7,1,1,completed,deepseek-flash,low,920.9993652080884,0,1,1,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-097-baseline/task_097__u3aw2nU
097,Physics,cbe,3,deepseek-locked89-k3-clean-v1,0,0,7,1,1,completed,deepseek-flash,low,459.3086328750942,55.98368125001434,0,0,625069,23463,runs/deepseek-locked89-k3-clean-v1/jobs/task-097-science/task_097__Ue7HBqB
098,Surveying and Mapping Science and Technology,baseline,3,deepseek-locked89-k3-clean-v1,1,11,11,1,1,completed,deepseek-flash,low,1359.0721408749232,0,0,0,2934560,70756,runs/deepseek-locked89-k3-clean-v1/jobs/task-098-baseline/task_098__eYbva6i
098,Surveying and Mapping Science and Technology,cbe,3,deepseek-locked89-k3-clean-v1,0,8,11,1,1,completed,deepseek-flash,low,1271.765028874972,51.93831920798402,0,0,4237635,73438,runs/deepseek-locked89-k3-clean-v1/jobs/task-098-science/task_098__itFaLHi
100,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,1,8,8,1,1,timeout,deepseek-flash,low,1799.6554975000909,0,0,0,5325684,89495,runs/deepseek-locked89-k3-clean-v1/jobs/task-100-baseline/task_100__rBnsWxS
100,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,6,8,1,1,infrastructure_failure,deepseek-flash,low,1798.6450085828546,59.73306545789819,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-100-science/task_100__T9BCLcj
101,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,5,10,1,1,timeout,deepseek-flash,low,1799.023343250039,0,0,0,7459913,66073,runs/deepseek-locked89-k3-clean-v1/jobs/task-101-baseline/task_101__8EUSquc
101,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,3,10,1,1,infrastructure_failure,deepseek-flash,low,1796.6759300420526,410.9709781249985,0,0,10924094,59076,runs/deepseek-locked89-k3-clean-v1/jobs/task-101-science/task_101__qHQfJqx
102,Materials Science and Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,2,4,1,1,completed,deepseek-flash,low,1480.052111875033,0,0,0,2952750,23658,runs/deepseek-locked89-k3-clean-v1/jobs/task-102-baseline/task_102__PNst6wd
102,Materials Science and Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,3,4,1,1,infrastructure_failure,deepseek-flash,low,1795.772702291957,46.68489041691646,0,0,3906880,42956,runs/deepseek-locked89-k3-clean-v1/jobs/task-102-science/task_102__4JhJ5Zv
103,Mechanics,baseline,3,deepseek-locked89-k3-clean-v1,0,2,4,1,1,completed,deepseek-flash,low,234.35643595899455,0,0,0,358991,10094,runs/deepseek-locked89-k3-clean-v1/jobs/task-103-baseline/task_103__AiBPsfM
103,Mechanics,cbe,3,deepseek-locked89-k3-clean-v1,0,2,4,1,1,completed,deepseek-flash,low,669.3927882091375,103.95932108408306,0,0,1110008,17943,runs/deepseek-locked89-k3-clean-v1/jobs/task-103-science/task_103__RdNPYiz
105,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,2,4,1,1,timeout,deepseek-flash,low,1799.0126902919728,0,0,0,982823,12106,runs/deepseek-locked89-k3-clean-v1/jobs/task-105-baseline/task_105__RWz9sbv
105,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,2,4,1,1,infrastructure_failure,deepseek-flash,low,1797.3368691250216,50.08092420804314,0,0,741728,10304,runs/deepseek-locked89-k3-clean-v1/jobs/task-105-science/task_105__maGEQZQ
106,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,1,37,37,1,1,completed,deepseek-flash,low,1587.9498815409606,0,0,0,4475374,72030,runs/deepseek-locked89-k3-clean-v1/jobs/task-106-baseline/task_106__rCGhy2w
106,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,1,37,37,1,1,infrastructure_failure,deepseek-flash,low,1797.8953592089238,76.32800454192329,0,0,6359098,42782,runs/deepseek-locked89-k3-clean-v1/jobs/task-106-science/task_106__nApDHJM
107,Mathematics,baseline,3,deepseek-locked89-k3-clean-v1,0,2,3,1,1,timeout,deepseek-flash,low,1799.011901000049,0,0,0,1133105,44193,runs/deepseek-locked89-k3-clean-v1/jobs/task-107-baseline/task_107__h58Ebse
107,Mathematics,cbe,3,deepseek-locked89-k3-clean-v1,0,0,3,1,1,timeout,deepseek-flash,low,1797.3955481259618,165.58449816692155,0,0,1223143,29716,runs/deepseek-locked89-k3-clean-v1/jobs/task-107-science/task_107__rHWbRhy
108,Mathematics,baseline,3,deepseek-locked89-k3-clean-v1,0,22,23,1,1,timeout,deepseek-flash,low,1799.0095464579063,0,0,0,4499703,88838,runs/deepseek-locked89-k3-clean-v1/jobs/task-108-baseline/task_108__ykzGwyZ
108,Mathematics,cbe,3,deepseek-locked89-k3-clean-v1,0,21,23,1,1,infrastructure_failure,deepseek-flash,low,1798.0183539999416,125.34767837496474,0,0,7228569,108378,runs/deepseek-locked89-k3-clean-v1/jobs/task-108-science/task_108__PhaJLwG
109,Mechanics,baseline,3,deepseek-locked89-k3-clean-v1,0,0,6,1,1,timeout,deepseek-flash,low,1799.0102374580456,0,0,0,1472372,15803,runs/deepseek-locked89-k3-clean-v1/jobs/task-109-baseline/task_109__Ldvazze
109,Mechanics,cbe,3,deepseek-locked89-k3-clean-v1,0,1,6,1,1,infrastructure_failure,deepseek-flash,low,1799.1583490420599,297.77854537498206,0,0,1413899,13903,runs/deepseek-locked89-k3-clean-v1/jobs/task-109-science/task_109__YJtLQtJ
110,Civil Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,4,10,1,1,completed,deepseek-flash,low,1198.3622693750076,0,0,0,1581619,25676,runs/deepseek-locked89-k3-clean-v1/jobs/task-110-baseline/task_110__N2vuW4m
110,Civil Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,3,10,1,1,completed,deepseek-flash,low,1444.0106450419407,301.47877633397,0,0,2781866,35815,runs/deepseek-locked89-k3-clean-v1/jobs/task-110-science/task_110__eMEieiR
111,Mechanics,baseline,3,deepseek-locked89-k3-clean-v1,0,6,10,1,1,completed,deepseek-flash,low,936.7866861249786,0,0,0,2316809,35429,runs/deepseek-locked89-k3-clean-v1/jobs/task-111-baseline/task_111__aVqKz3C
111,Mechanics,cbe,3,deepseek-locked89-k3-clean-v1,0,6,10,1,1,completed,deepseek-flash,low,1311.3566934169503,218.93746862502303,0,0,4926064,40804,runs/deepseek-locked89-k3-clean-v1/jobs/task-111-science/task_111__ZVts8t9
112,Civil Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,5,5,1,1,completed,deepseek-flash,low,958.5700048749568,0,0,0,1269249,26072,runs/deepseek-locked89-k3-clean-v1/jobs/task-112-baseline/task_112__iLDLADV
112,Civil Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,5,5,1,1,completed,deepseek-flash,low,1060.3637065410148,160.83434220799245,0,0,1107662,16061,runs/deepseek-locked89-k3-clean-v1/jobs/task-112-science/task_112__piE9wJn
113,Electrical Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,7,13,1,1,completed,deepseek-flash,low,1138.4839209170314,0,0,0,2799422,46619,runs/deepseek-locked89-k3-clean-v1/jobs/task-113-baseline/task_113__xxSNrTd
113,Electrical Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,7,13,1,1,completed,deepseek-flash,low,561.8633336250205,75.15363112499472,0,0,1007169,16100,runs/deepseek-locked89-k3-clean-v1/jobs/task-113-science/task_113__SZ5hNFp
115,Civil Engineering,baseline,3,deepseek-locked89-k3-clean-v1,1,97,97,1,1,completed,deepseek-flash,low,656.7861686670221,0,0,0,1462320,35947,runs/deepseek-locked89-k3-clean-v1/jobs/task-115-baseline/task_115__DPVhXui
115,Civil Engineering,cbe,3,deepseek-locked89-k3-clean-v1,1,97,97,1,1,completed,deepseek-flash,low,1745.9997975000879,110.38457275007386,0,0,6480046,60049,runs/deepseek-locked89-k3-clean-v1/jobs/task-115-science/task_115__QDgWHdy
116,Civil Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,85,93,1,1,completed,deepseek-flash,low,1388.833040666068,0,0,0,7152958,91318,runs/deepseek-locked89-k3-clean-v1/jobs/task-116-baseline/task_116__VSHNJTS
116,Civil Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,85,93,1,1,completed,deepseek-flash,low,1123.0197216250235,88.9156804169761,0,0,4652487,60365,runs/deepseek-locked89-k3-clean-v1/jobs/task-116-science/task_116__cF3B92n
117,Civil Engineering,baseline,3,deepseek-locked89-k3-clean-v1,0,2,6,1,1,completed,deepseek-flash,low,720.5128521660808,0,0,0,2660711,35205,runs/deepseek-locked89-k3-clean-v1/jobs/task-117-baseline/task_117__FcS8huU
117,Civil Engineering,cbe,3,deepseek-locked89-k3-clean-v1,0,2,6,1,1,infrastructure_failure,deepseek-flash,low,1796.6567592510255,115.73890095902607,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-117-science/task_117__vuQbjjP
118,Chemistry,baseline,3,deepseek-locked89-k3-clean-v1,0,5,9,1,1,timeout,deepseek-flash,low,1800.0098329589237,0,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-118-baseline/task_118__NmL2Hus
118,Chemistry,cbe,3,deepseek-locked89-k3-clean-v1,0,5,9,1,1,infrastructure_failure,deepseek-flash,low,1799.0757872499526,89.41708049993031,1,0,0,0,runs/deepseek-locked89-k3-clean-v1/jobs/task-118-science/task_118__ahbVQ6n
